"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 14:21:44 CST 2024","Tue Oct 29 14:21:45 CST 2024","139","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:29 CST 2024","Tue Oct 29 14:19:29 CST 2024","106","testcase","test_buspage","TestBusPage","","","车辆模块",""
"failed","Tue Oct 29 14:19:54 CST 2024","Tue Oct 29 14:19:54 CST 2024","374","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"passed","Tue Oct 29 14:18:55 CST 2024","Tue Oct 29 14:18:55 CST 2024","419","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:20:03 CST 2024","Tue Oct 29 14:20:03 CST 2024","230","testcase","test_homepage","TestHomePage","","","首页模块",""
"passed","Tue Oct 29 14:19:30 CST 2024","Tue Oct 29 14:19:30 CST 2024","124","testcase","test_buspage","TestBusPage","","","车辆模块",""
"failed","Tue Oct 29 14:19:26 CST 2024","Tue Oct 29 14:19:26 CST 2024","113","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:22:25 CST 2024","Tue Oct 29 14:22:25 CST 2024","121","testcase","test_washpage","TestWashPage","","","洗车报表/洗车记录/洗车模块",""
"passed","Tue Oct 29 14:19:24 CST 2024","Tue Oct 29 14:19:24 CST 2024","223","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:18:56 CST 2024","Tue Oct 29 14:18:56 CST 2024","133","testcase","test_attachpage","TestAttachPage","","","素材下发/素材中心模块",""
"passed","Tue Oct 29 14:21:57 CST 2024","Tue Oct 29 14:22:04 CST 2024","7105","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:49 CST 2024","Tue Oct 29 14:19:49 CST 2024","113","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"failed","Tue Oct 29 14:19:50 CST 2024","Tue Oct 29 14:19:50 CST 2024","83","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:18:54 CST 2024","Tue Oct 29 14:18:54 CST 2024","127","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:21:51 CST 2024","Tue Oct 29 14:21:51 CST 2024","113","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:18:57 CST 2024","Tue Oct 29 14:18:57 CST 2024","203","testcase","test_attendpage","TestAttendPage","","","报到模块",""
"passed","Tue Oct 29 14:20:03 CST 2024","Tue Oct 29 14:20:03 CST 2024","247","testcase","test_homepage","TestHomePage","","","首页模块",""
"passed","Tue Oct 29 14:19:49 CST 2024","Tue Oct 29 14:19:49 CST 2024","159","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:19:27 CST 2024","Tue Oct 29 14:19:27 CST 2024","137","testcase","test_buspage","TestBusPage","","","车辆模块",""
"passed","Tue Oct 29 14:20:14 CST 2024","Tue Oct 29 14:20:14 CST 2024","151","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:18:55 CST 2024","Tue Oct 29 14:18:56 CST 2024","121","testcase","test_attachpage","TestAttachPage","","","素材下发/素材中心模块",""
"passed","Tue Oct 29 14:20:23 CST 2024","Tue Oct 29 14:20:23 CST 2024","172","testcase","test_schedulepage","TestSchedulePage","","","调度模块",""
"passed","Tue Oct 29 14:19:56 CST 2024","Tue Oct 29 14:19:57 CST 2024","150","testcase","test_facepage","TestFacePage","","","人脸审核模块",""
"passed","Tue Oct 29 14:19:25 CST 2024","Tue Oct 29 14:19:25 CST 2024","96","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:19:53 CST 2024","Tue Oct 29 14:19:54 CST 2024","89","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"failed","Tue Oct 29 14:19:26 CST 2024","Tue Oct 29 14:19:26 CST 2024","47","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:18:56 CST 2024","Tue Oct 29 14:18:56 CST 2024","115","testcase","test_attachpage","TestAttachPage","","","素材下发/素材中心模块",""
"passed","Tue Oct 29 14:22:19 CST 2024","Tue Oct 29 14:22:22 CST 2024","2626","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:31 CST 2024","Tue Oct 29 14:19:31 CST 2024","174","testcase","test_cardpage","TestCardPage","","","卡模块",""
"passed","Tue Oct 29 14:18:54 CST 2024","Tue Oct 29 14:18:54 CST 2024","138","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:18:55 CST 2024","Tue Oct 29 14:18:55 CST 2024","134","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:20:14 CST 2024","Tue Oct 29 14:20:14 CST 2024","293","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:20:22 CST 2024","Tue Oct 29 14:20:22 CST 2024","154","testcase","test_routepage","TestRoutePage","","","线路模块",""
"failed","Tue Oct 29 14:20:05 CST 2024","Tue Oct 29 14:20:05 CST 2024","102","testcase","test_noticepage","TestNoticePage","","","公告模块",""
"passed","Tue Oct 29 14:20:02 CST 2024","Tue Oct 29 14:20:02 CST 2024","143","testcase","test_homepage","TestHomePage","","","首页模块",""
"passed","Tue Oct 29 14:20:15 CST 2024","Tue Oct 29 14:20:15 CST 2024","101","testcase","test_positionpage","TestPositionPage","","","停车场模块",""
"passed","Tue Oct 29 14:20:23 CST 2024","Tue Oct 29 14:20:23 CST 2024","163","testcase","test_schedulepage","TestSchedulePage","","","调度模块",""
"passed","Tue Oct 29 14:19:54 CST 2024","Tue Oct 29 14:19:55 CST 2024","91","testcase","test_emppage","TestEmpPage","","","人车一致业务",""
"passed","Tue Oct 29 14:22:35 CST 2024","Tue Oct 29 14:22:35 CST 2024","97","testcase","test_washpage","TestWashPage","","","洗车报表/洗车记录/洗车模块",""
"passed","Tue Oct 29 14:19:55 CST 2024","Tue Oct 29 14:19:55 CST 2024","64","testcase","test_emppage","TestEmpPage","","","人车一致业务",""
"failed","Tue Oct 29 14:19:26 CST 2024","Tue Oct 29 14:19:26 CST 2024","94","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:19:54 CST 2024","Tue Oct 29 14:19:54 CST 2024","262","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"passed","Tue Oct 29 14:19:56 CST 2024","Tue Oct 29 14:19:56 CST 2024","215","testcase","test_facepage","TestFacePage","","","人脸审核模块",""
"passed","Tue Oct 29 14:21:48 CST 2024","Tue Oct 29 14:21:48 CST 2024","121","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:20:05 CST 2024","Tue Oct 29 14:20:05 CST 2024","165","testcase","test_noticepage","TestNoticePage","","","公告模块",""
"passed","Tue Oct 29 14:19:24 CST 2024","Tue Oct 29 14:19:24 CST 2024","104","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"failed","Tue Oct 29 14:19:54 CST 2024","Tue Oct 29 14:19:54 CST 2024","95","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"passed","Tue Oct 29 14:20:05 CST 2024","Tue Oct 29 14:20:05 CST 2024","113","testcase","test_noticepage","TestNoticePage","","","公告模块",""
"passed","Tue Oct 29 14:20:02 CST 2024","Tue Oct 29 14:20:02 CST 2024","141","testcase","test_homepage","TestHomePage","","","首页模块",""
"passed","Tue Oct 29 14:19:50 CST 2024","Tue Oct 29 14:19:50 CST 2024","132","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:22:14 CST 2024","Tue Oct 29 14:22:17 CST 2024","2504","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:55 CST 2024","Tue Oct 29 14:19:55 CST 2024","90","testcase","test_emppage","TestEmpPage","","","人车一致业务",""
"passed","Tue Oct 29 14:19:31 CST 2024","Tue Oct 29 14:19:31 CST 2024","126","testcase","test_cardpage","TestCardPage","","","卡模块",""
"passed","Tue Oct 29 14:20:06 CST 2024","Tue Oct 29 14:20:06 CST 2024","153","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:18:54 CST 2024","Tue Oct 29 14:18:54 CST 2024","90","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:20:15 CST 2024","Tue Oct 29 14:20:15 CST 2024","175","testcase","test_positionpage","TestPositionPage","","","停车场模块",""
"passed","Tue Oct 29 14:20:21 CST 2024","Tue Oct 29 14:20:21 CST 2024","158","testcase","test_questionpage","TestQuestionPage","","","答题模块",""
"passed","Tue Oct 29 14:22:04 CST 2024","Tue Oct 29 14:22:05 CST 2024","136","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:41 CST 2024","Tue Oct 29 14:19:41 CST 2024","119","testcase","test_centralpage","TestCentralPage","","","车上报到/车道模块",""
"passed","Tue Oct 29 14:20:07 CST 2024","Tue Oct 29 14:20:07 CST 2024","108","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:19:48 CST 2024","Tue Oct 29 14:19:48 CST 2024","132","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:19:52 CST 2024","Tue Oct 29 14:19:52 CST 2024","66","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:20:07 CST 2024","Tue Oct 29 14:20:07 CST 2024","118","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:19:51 CST 2024","Tue Oct 29 14:19:51 CST 2024","108","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:19:23 CST 2024","Tue Oct 29 14:19:24 CST 2024","108","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:19:41 CST 2024","Tue Oct 29 14:19:42 CST 2024","104","testcase","test_centralpage","TestCentralPage","","","车上报到/车道模块",""
"passed","Tue Oct 29 14:22:22 CST 2024","Tue Oct 29 14:22:25 CST 2024","2442","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:27 CST 2024","Tue Oct 29 14:19:27 CST 2024","96","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:18:55 CST 2024","Tue Oct 29 14:18:55 CST 2024","155","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:19:52 CST 2024","Tue Oct 29 14:19:52 CST 2024","324","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"failed","Tue Oct 29 14:19:26 CST 2024","Tue Oct 29 14:19:27 CST 2024","42","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:19:23 CST 2024","Tue Oct 29 14:19:23 CST 2024","118","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:19:39 CST 2024","Tue Oct 29 14:19:39 CST 2024","122","testcase","test_cashpage","TestCashPage","","","收银/晨会/权限模块",""
"passed","Tue Oct 29 14:19:57 CST 2024","Tue Oct 29 14:19:58 CST 2024","121","testcase","test_gateinpage","TestGateInPage","","","回场模块",""
"passed","Tue Oct 29 14:20:00 CST 2024","Tue Oct 29 14:20:00 CST 2024","125","testcase","test_gateoutpage","TestGateOutPage","","","出场模块",""
"passed","Tue Oct 29 14:19:22 CST 2024","Tue Oct 29 14:19:22 CST 2024","188","testcase","test_attendpage","TestAttendPage","","","报到模块",""
"passed","Tue Oct 29 14:19:49 CST 2024","Tue Oct 29 14:19:49 CST 2024","102","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:19:55 CST 2024","Tue Oct 29 14:19:55 CST 2024","105","testcase","test_exhortationpage","TestExhortationPage","","","岗前叮嘱模块",""
"passed","Tue Oct 29 14:19:59 CST 2024","Tue Oct 29 14:20:00 CST 2024","163","testcase","test_gateoutpage","TestGateOutPage","","","出场模块",""
"passed","Tue Oct 29 14:19:42 CST 2024","Tue Oct 29 14:19:42 CST 2024","142","testcase","test_companypage","TestCompanyPage","","","保洁公司/公司模块",""
"passed","Tue Oct 29 14:19:46 CST 2024","Tue Oct 29 14:19:47 CST 2024","115","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:19:42 CST 2024","Tue Oct 29 14:19:43 CST 2024","726","testcase","test_dahuapage","TestDahuaPage","","","大华通道/大华门禁模块",""
"passed","Tue Oct 29 14:18:52 CST 2024","Tue Oct 29 14:18:53 CST 2024","108","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:22:35 CST 2024","Tue Oct 29 14:22:35 CST 2024","107","testcase","test_washpage","TestWashPage","","","洗车报表/洗车记录/洗车模块",""
"passed","Tue Oct 29 14:19:42 CST 2024","Tue Oct 29 14:19:42 CST 2024","88","testcase","test_centralpage","TestCentralPage","","","车上报到/车道模块",""
"passed","Tue Oct 29 14:22:07 CST 2024","Tue Oct 29 14:22:09 CST 2024","2354","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:43 CST 2024","Tue Oct 29 14:19:44 CST 2024","391","testcase","test_dahuapage","TestDahuaPage","","","大华通道/大华门禁模块",""
"passed","Tue Oct 29 14:19:48 CST 2024","Tue Oct 29 14:19:48 CST 2024","111","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"broken","Tue Oct 29 14:20:30 CST 2024","Tue Oct 29 14:21:00 CST 2024","30060","testcase","test_sitereportpage","TestSitereportPage","","","场站报表模块",""
"passed","Tue Oct 29 14:20:25 CST 2024","Tue Oct 29 14:20:26 CST 2024","1244","testcase","test_schedulepage","TestSchedulePage","","","调度模块",""
"passed","Tue Oct 29 14:20:04 CST 2024","Tue Oct 29 14:20:04 CST 2024","122","testcase","test_loginpage","TestLoginPage","","","登录/登录日志模块",""
"passed","Tue Oct 29 14:19:52 CST 2024","Tue Oct 29 14:19:52 CST 2024","103","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:20:08 CST 2024","Tue Oct 29 14:20:08 CST 2024","89","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"passed","Tue Oct 29 14:20:06 CST 2024","Tue Oct 29 14:20:06 CST 2024","200","testcase","test_patrolpage","TestPatrolPage","","","巡更模块",""
"failed","Tue Oct 29 14:20:22 CST 2024","Tue Oct 29 14:20:23 CST 2024","101","testcase","test_routepage","TestRoutePage","","","线路模块",""
"passed","Tue Oct 29 14:19:25 CST 2024","Tue Oct 29 14:19:25 CST 2024","130","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:20:01 CST 2024","Tue Oct 29 14:20:02 CST 2024","141","testcase","test_gateoutpage","TestGateOutPage","","","出场模块",""
"passed","Tue Oct 29 14:19:25 CST 2024","Tue Oct 29 14:19:26 CST 2024","126","testcase","test_berthpage","TestBerthPage","","","泊位模块",""
"passed","Tue Oct 29 14:19:48 CST 2024","Tue Oct 29 14:19:48 CST 2024","116","testcase","test_devicepage","TestDevicePage","","","设备管理模块",""
"passed","Tue Oct 29 14:18:53 CST 2024","Tue Oct 29 14:18:53 CST 2024","114","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:22:37 CST 2024","Tue Oct 29 14:22:38 CST 2024","145","testcase","test_washpage","TestWashPage","","","洗车报表/洗车记录/洗车模块",""
"passed","Tue Oct 29 14:19:59 CST 2024","Tue Oct 29 14:19:59 CST 2024","101","testcase","test_gateinpage","TestGateInPage","","","回场模块",""
"failed","Tue Oct 29 14:19:26 CST 2024","Tue Oct 29 14:19:26 CST 2024","91","testcase","test_bloodpage","TestBloodPage","","","血压/血氧模块",""
"passed","Tue Oct 29 14:22:22 CST 2024","Tue Oct 29 14:22:22 CST 2024","181","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:21:42 CST 2024","Tue Oct 29 14:21:44 CST 2024","2728","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:28 CST 2024","Tue Oct 29 14:19:28 CST 2024","281","testcase","test_buspage","TestBusPage","","","车辆模块",""
"passed","Tue Oct 29 14:20:21 CST 2024","Tue Oct 29 14:20:21 CST 2024","175","testcase","test_positionpage","TestPositionPage","","","停车场模块",""
"passed","Tue Oct 29 14:19:41 CST 2024","Tue Oct 29 14:19:41 CST 2024","129","testcase","test_centralpage","TestCentralPage","","","车上报到/车道模块",""
"passed","Tue Oct 29 14:20:01 CST 2024","Tue Oct 29 14:20:01 CST 2024","394","testcase","test_gateoutpage","TestGateOutPage","","","出场模块",""
"passed","Tue Oct 29 14:19:53 CST 2024","Tue Oct 29 14:19:53 CST 2024","69","testcase","test_employeepage","TestEmployeePage","","","司机管理",""
"passed","Tue Oct 29 14:18:54 CST 2024","Tue Oct 29 14:18:54 CST 2024","119","testcase","test_accesspage","TestAccessPage","","","门禁/访客设备",""
"passed","Tue Oct 29 14:22:32 CST 2024","Tue Oct 29 14:22:35 CST 2024","2516","testcase","test_washpage","TestWashPage","","","洗车报表/洗车记录/洗车模块",""
"passed","Tue Oct 29 14:21:35 CST 2024","Tue Oct 29 14:21:35 CST 2024","126","testcase","test_sysorgpage","TestSysorgPage","","","组织模块",""
"passed","Tue Oct 29 14:20:00 CST 2024","Tue Oct 29 14:20:00 CST 2024","137","testcase","test_gateoutpage","TestGateOutPage","","","出场模块",""
"passed","Tue Oct 29 14:20:02 CST 2024","Tue Oct 29 14:20:03 CST 2024","118","testcase","test_homepage","TestHomePage","","","首页模块",""
"passed","Tue Oct 29 14:19:27 CST 2024","Tue Oct 29 14:19:27 CST 2024","95","testcase","test_buspage","TestBusPage","","","车辆模块",""
"failed","Tue Oct 29 14:21:45 CST 2024","Tue Oct 29 14:21:45 CST 2024","199","testcase","test_userpage","TestUserPage","","","用户模块",""
"passed","Tue Oct 29 14:19:30 CST 2024","Tue Oct 29 14:19:30 CST 2024","159","testcase","test_buspage","TestBusPage","","","车辆模块",""
"passed","Tue Oct 29 14:21:38 CST 2024","Tue Oct 29 14:21:38 CST 2024","168","testcase","test_sysorgpage","TestSysorgPage","","","组织模块",""
